,Name,Rarity,Price
17361,Harpie Lady Sisters,Ultra Rare,1.77
17362,Harpie Oracle,Ultra Rare,1.83
17363,Harpie Perfumer,Secret Rare,11.71
17364,Harpie Queen,Common,1.5
17365,Harpie's Feather Rest,Common,1.36
17366,Harpie's Feather Storm,Common,6.15
17367,Harpie's Pet Baby Dragon,Common,1.88
17368,Harpie's Pet Dragon,Ultra Rare,1.68
17369,Harpies' Hunting Ground,Common,1.26
17370,Hysteric Party,Common,1.38
17371,Hysteric Sign,Common,1.3
17372,Incarnated Machine Angel,Common,1.65
17373,Kaibaman,Common,1.83
17374,Lunalight Emerald Bird,Common,1.43
17375,Lunalight Fusion,Common,1.29
17376,Lunalight Sabre Dancer,Common,1.84
17377,Lunalight Serenade Dance,Common,1.9
17378,Lunalight Yellow Marten,Common,1.37
17379,Magnificent Machine Angel,Common,1.66
17380,Maiden with Eyes of Blue,Common,1.47
17381,Majesty with Eyes of Blue,Common,1.22
17382,Malefic Blue-Eyes White Dragon,Common,1.83
17383,Mark of the Rose,Common,1.19
17384,Master with Eyes of Blue,Common,1.85
17385,Mausoleum of White,Common,1.85
17386,Merciful Machine Angel,Common,1.8
17387,Neutron Blast,Common,1.82
17388,Number 62: Galaxy-Eyes Prime Photon Dragon,Common,1.89
17389,Number 81: Superdreadnought Rail Cannon Super Dora,Common,1.36
17390,Photon Change,Common,1.75
17391,Photon Hand,Common,1.2
17392,Photon Orbital,Secret Rare,6.91
17393,Photon Vanisher,Common,3.95
17394,Priestess with Eyes of Blue,Common,1.22
17395,Protector with Eyes of Blue,Common,1.24
17396,Queen Angel of Roses,Common,1.88
17397,Rage with Eyes of Blue,Ultra Rare,2.05
17398,Red Rose Dragon,Ultra Rare,2.15
17399,Revival Rose,Common,1.79
17400,Rose Archer,Common,1.96
17401,Rose Bell of Revelation,Common,1.31
17402,Rose Lover,Common,1.23
17403,Rose Paladin,Common,1.84
17404,Rose Tentacles,Common,1.73
17405,Rose Witch,Common,1.72
17406,Sage with Eyes of Blue,Ultra Rare,8.7
17407,Splendid Rose,Common,1.24
17408,Starliege Photon Blast Dragon,Ultra Rare,1.43
17409,Super Express Bullet Train,Ultra Rare,1.63
17410,Super Strident Blaze,Common,1.67
17411,Superdreadnought Rail Cannon Juggernaut Liebe,Secret Rare,5.31
17412,The Ultimate Creature of Destruction,Ultra Rare,2.38
17413,The White Stone of Ancients,Ultra Rare,2.21
17414,The White Stone of Legend,Common,1.43
17415,Thorn of Malice,Common,1.71
17416,Triangle Ecstasy Spark,Common,1.18
17417,Twilight Rose Knight,Common,1.33
17418,Urgent Schedule,Secret Rare,4.14
17419,White Rose Dragon,Ultra Rare,1.69
17420,Witch of the Black Rose,Common,1.29
17421,A Hero Lives,Common,1.29
17422,Accel Synchron,Common,1.17
17423,Apprentice Illusion Magician,Ultra Rare,1.89
17424,Archfiend Empress,Ultra Rare,1.18
17425,"Ascator, Dawnwalker",Ultra Rare,1.3
17426,Call of the Earthbound,Common,1.15
17427,Chaos Command Magician,Ultra Rare,1.38
17428,Curse Necrofear,Secret Rare,0.71
17429,Dark Calling,Common,1.19
17430,Dark Fusion,Common,1.19
17431,Dark Magical Circle,Ultra Rare,1.44
17432,Dark Magician Girl,Ultra Rare,2.33
17433,Dark Necrofear,Ultra Rare,1.25
17434,Dark Sanctuary,Common,1.34
17435,Dark Spirit of Banishment,Common,1.25
17436,Dark Spirit of Malice,Common,1.21
17437,Dark Spirit's Mastery,Common,1.32
17438,Destiny Board,Common,1.2
17439,Diabound Kernel,Common,1.13
17440,Dodododwarf Gogogoglove,Common,1.19
17441,Doomcaliber Knight,Common,1.26
17442,E - Emergency Call,Common,1.55
17443,Earthbound Geoglyph,Common,1.18
17444,Earthbound Greater Linewalker,Common,1.19
17445,Earthbound Immortal Aslla piscu,Ultra Rare,1.28
17446,Earthbound Immortal Ccapac Apu,Common,1.15
17447,Earthbound Immortal Ccarayhua,Common,1.17
17448,Earthbound Immortal Chacu Challhua,Common,1.2
17449,Earthbound Immortal Cusillu,Common,1.17
17450,Earthbound Immortal Revival,Common,1.14
17451,Earthbound Immortal Uru,Common,1.19
17452,Earthbound Immortal Wiraqocha Rasca,Common,1.15
17453,Earthbound Linewalker,Common,1.17
17454,Earthbound Wave,Common,1.15
17455,Earthbound Whirlwind,Common,1.14
17456,Ebon High Magician,Common,1.17
17457,Ebon Illusion Magician,Ultra Rare,1.51
17458,Elemental HERO Honest Neos,Ultra Rare,1.5
17459,Elemental HERO Liquid Soldier,Secret Rare,10.32
17460,Elemental HERO Sunrise,Secret Rare,6.99
17461,Evil HERO Adusted Gold,Ultra Rare,4.22
17462,Evil HERO Dark Gaia,Common,1.18
17463,Evil HERO Infernal Gainer,Common,1.15
17464,Evil HERO Infernal Prodigy,Ultra Rare,1.27
17465,Evil HERO Infernal Sniper,Common,1.18
17466,Evil HERO Inferno Wing,Ultra Rare,1.25
17467,Evil HERO Lightning Golem,Ultra Rare,1.39
17468,Evil HERO Malicious Bane,Ultra Rare,2.49
17469,Evil HERO Malicious Edge,Common,1.19
17470,Evil HERO Malicious Fiend,Common,1.14
17471,Evil HERO Sinister Necrom,Ultra Rare,1.26
17472,Evil HERO Wild Cyclone,Ultra Rare,1.31
17473,Evil Mind,Common,1.16
17474,Favorite Hero,Common,1.2
17475,Fire Ant Ascator,Common,1.22
17476,Future Drive,Common,1.14
17477,Gagagaga Magician,Common,1.19
17478,Generation Next,Common,1.16
17479,Gernia,Ultra Rare,1.15
17480,Giltia the D. Knight - Soul Spear,Secret Rare,1.57
17481,Gimmick Puppet Bisque Doll,Common,1.16
17482,Gimmick Puppet Gigantes Doll,Common,1.16
17483,Gimmick Puppet Terror Baby,Common,1.17
17484,H - Heated Heart,Common,1.12
17485,Harpie's Pet Dragon - Fearsome Fire Blast,Secret Rare,1.33
17486,Hero Flash!!,Common,1.13
17487,Hero Signal,Common,1.13
17488,Illusion Magic,Common,1.17
17489,Jowgen the Spiritualist,Common,1.32
17490,Junk Converter,Ultra Rare,1.49
17491,Kaiser Glider - Golden Burst,Secret Rare,1.5
17492,Magician Navigation,Common,1.4
17493,Magician of Chaos,Ultra Rare,2.02
17494,Magician of Dark Illusion,Common,1.21
17495,Magician's Circle,Common,1.15
17496,Magician's Robe,Common,1.2
17497,Magician's Rod,Common,1.24
17498,Magicians' Combination,Ultra Rare,1.41
17499,Magicians' Souls,Ultra Rare,19.72
17500,Magistery Alchemist,Common,1.12
17501,Miracle Fusion,Common,1.22
17502,Moon Dragon Quilla,Common,1.15
17503,Necroface,Common,1.53
17504,Neo-Spacian Aqua Dolphin,Common,1.21
17505,Number 15: Gimmick Puppet Giant Grinder,Common,1.16
17506,Number C15: Gimmick Puppet Giant Hunter,Common,1.17
17507,Number C40: Gimmick Puppet of Dark Strings,Ultra Rare,1.16
17508,Number C88: Gimmick Puppet Disaster Leo,Common,1.15
17509,O - Oversoul,Common,1.15
17510,Odd-Eyes Wizard Dragon,Common,1.14
17511,Offering to the Immortals,Common,1.15
17512,Onomatopickup,Common,1.18
17513,Oracle of the Sun,Common,1.14
17514,Pendulum Dimension,Common,1.11
17515,Perform Puppet,Common,1.14
17516,Performapal Celestial Magician,Ultra Rare,1.35
17517,Performapal Popperup,Common,1.17
17518,Predaplanning,Common,1.22
17519,Predaplant Chimerafflesia,Ultra Rare,1.42
17520,Predaplant Chlamydosundew,Common,1.22
17521,Predaplant Dragostapelia,Common,1.57
17522,Predaplant Drosophyllum Hydra,Common,1.16
17523,Predaplant Heliamphorhynchus,Common,1.16
17524,Predaplant Triphyoverutum,Secret Rare,1.67
17525,Predaplast,Common,1.14
17526,Predaponics,Common,1.16
17527,Predapractice,Ultra Rare,1.43
17528,Predaprime Fusion,Common,1.19
17529,Puppet Parade,Common,1.17
17530,Quickdraw Synchron,Ultra Rare,1.28
17531,R - Righteous Justice,Common,1.13
17532,Revival of the Immortals,Common,1.13
17533,Roar of the Earthbound Immortal,Common,1.16
17534,Sangan,Ultra Rare,1.42
17535,Satellite Synchron,Common,1.2
17536,Satellite Warrior,Ultra Rare,1.26
17537,Scrap-Iron Signal,Common,1.13
17538,Secrets of Dark Magic,Common,1.39
17539,Sentence of Doom,Common,1.21
17540,Skyscraper,Common,1.17
17541,Smile Action,Common,1.13
17542,Soul Servant,Secret Rare,11.17
17543,"Spirit Message ""A""",Common,1.2
17544,"Spirit Message ""I""",Common,1.18
17545,"Spirit Message ""L""",Common,1.27
17546,"Spirit Message ""N""",Common,1.19
17547,Starving Venom Fusion Dragon,Common,1.6
17548,Sun Dragon Inti,Common,1.13
17549,Supay,Common,1.2
17550,"Supay, Duskwalker",Common,1.23
17551,Supreme King's Castle,Common,1.18
17552,Synchro Chase,Common,1.2
17553,The Dark Magicians,Secret Rare,13.31
17554,Tuning,Ultra Rare,1.58
17555,Ultimate Earthbound Immortal,Common,1.16
17556,Winged Kuriboh,Common,1.15
17557,Zoma the Spirit,Common,1.19
17558,Zubababancho Gagagacoat,Common,1.22
17559,Alluring Mirror Split,Ultra Rare,4.17
17560,Barrage Blast,Ultra Rare,1.84
17561,Black Garden,Common,1.35
17562,Black Rose Dragon,Common,1.65
17563,Blooming of the Darkest Rose,Rare,1.29
17564,Blue Rose Dragon,Common,1.3
17565,Construction Train Signal Red,Common,1.24
17566,Cyber Angel Benten,Common,1.31
17567,Cyber Angel Dakini,Common,1.9
17568,Cyber Angel Idaten,Common,2.06
17569,Cyber Angel Izana,Super Rare,1.99
17570,Cyber Egg Angel,Rare,1.84
17571,Cyber Petit Angel,Common,2.0
17572,Dark Rose Fairy,Rare,1.37
17573,Elegant Egotist,Common,1.31
17574,Flying Pegasus Railroad Stampede,Super Rare,4.44
17575,Frozen Rose,Ultra Rare,3.44
17576,Garden Rose Maiden,Ultra Rare,9.04
17577,Harpie Lady Elegance,Rare,1.31
17578,Harpie Lady Phoenix Formation,Common,1.25
17579,Harpie Lady Sisters,Common,1.31
17580,Harpie Oracle,Super Rare,2.97
17581,Harpie Perfumer,Ultra Rare,12.84
17582,Harpie Queen,Common,1.35
17583,Harpie's Feather Rest,Ultra Rare,4.45
17584,Harpie's Feather Storm,Super Rare,7.73
17585,Harpies' Hunting Ground,Common,1.86
17586,Incarnated Machine Angel,Rare,1.97
17587,Luna Light Perfume,Common,1.54
17588,Lunalight Blue Cat,Common,1.32
17589,Lunalight Cat Dancer,Common,1.35
17590,Lunalight Emerald Bird,Rare,1.6
17591,Lunalight Fusion,Super Rare,2.87
17592,Lunalight Kaleido Chick,Common,1.81
17593,Lunalight Leo Dancer,Common,1.31
17594,Lunalight Panther Dancer,Common,1.33
17595,Lunalight Sabre Dancer,Super Rare,2.98
17596,Lunalight Serenade Dance,Super Rare,4.26
17597,Lunalight Yellow Marten,Rare,1.7
17598,Machine Angel Ritual,Common,1.92
17599,Magnificent Machine Angel,Rare,1.98
17600,Mark of the Rose,Common,1.26
17601,Merciful Machine Angel,Super Rare,1.7
17602,Night Express Knight,Common,1.53
17603,Red Rose Dragon,Rare,2.31
17604,Ritual Sanctuary,Common,1.95
17605,Ruffian Railcar,Common,1.83
17606,Snow Plow Hustle Rustle,Common,1.95
17607,Special Schedule,Common,1.84
17608,Super Express Bullet Train,Ultra Rare,2.94
17609,Superdreadnought Rail Cannon Gustav Max,Rare,1.8
17610,Superdreadnought Rail Cannon Juggernaut Liebe,Ultra Rare,5.47
17611,Triangle Ecstasy Spark,Common,1.28
17612,Twilight Rose Knight,Common,1.28
17613,Urgent Schedule,Ultra Rare,5.32
17614,Witch of the Black Rose,Common,1.35
17615,Baronne de Fleur,Ultra Rare,69.32
17616,Chevalier de Fleur,Rare,2.04
17617,Clear Wing Synchro Dragon,Super Rare,1.44
17618,Crystal Clear Wing Synchro Dragon,Ultra Rare,6.47
17619,Crystal Clear Wing Synchro Dragon,Ghost Rare,6.32
17620,Fleur Synchron,Rare,1.99
17621,Fleuret de Fleur,Super Rare,1.92
17622,Hi-Speedroid Chanbara,Common,2.02
17623,Hi-Speedroid Clear Wing Rider,Ultra Rare,1.47
17624,Hi-Speedroid Cork Shooter,Ultra Rare,5.22
17625,Hi-Speedroid Kitedrake,Rare,1.97
17626,Liberty at Last!,Common,1.92
17627,Lyrilusc - Assembled Nightingale,Rare,1.22
17628,Lyrilusc - Beryl Canary,Rare,2.06
17629,Lyrilusc - Bird Call,Ultra Rare,4.01
17630,Lyrilusc - Bird Sanctuary,Super Rare,1.34
17631,Lyrilusc - Celestine Wagtail,Ultra Rare,2.1
17632,Lyrilusc - Cobalt Sparrow,Common,2.11
17633,Lyrilusc - Ensemblue Robin,Ultra Rare,2.84
17634,Lyrilusc - Phantom Feathers,Rare,1.95
17635,Lyrilusc - Promenade Thrush,Super Rare,1.51
17636,Lyrilusc - Recital Starling,Common,2.02
17637,Lyrilusc - Sapphire Swallow,Common,1.87
17638,Lyrilusc - Turquoise Warbler,Common,2.07
17639,"Mariamne, the True Dracophoenix",Common,1.83
17640,Necro Fleur,Common,1.16
17641,Necro Synchron,Ultra Rare,1.84
17642,Noble Knight Joan,Common,1.87
17643,Pennant of Revolution,Rare,2.08
17644,Quill Pen of Gulldos,Common,2.05
17645,Quillbolt Hedgehog,Common,1.24
17646,Rush Warrior,Common,2.08
17647,Sauge de Fleur,Ultra Rare,4.46
17648,Sorciere de Fleur,Common,1.89
17649,Speed Recovery,Common,1.97
17650,Speedlift,Common,2.05
17651,Speedroid CarTurbo,Common,1.84
17652,Speedroid Den-Den Daiko Duke,Common,2.09
17653,Speedroid Double Yoyo,Common,2.07
17654,Speedroid Dupligate,Rare,1.8
17655,Speedroid Fuki-Modoshi Piper,Super Rare,1.32
17656,Speedroid Horse Stilts,Common,2.02
17657,Speedroid Marble Machine,Common,1.83
17658,Speedroid Red-Eyed Dice,Common,2.0
17659,Speedroid Taketomborg,Common,1.77
17660,Speedroid Terrortop,Common,2.05
17661,Speedroid Ultra Hound,Super Rare,1.46
17662,Speedroid Wheel,Super Rare,1.5
17663,Stardust Assault Warrior,Common,2.09
17664,Stardust Warrior,Common,2.04
17665,Synchro Dilemma,Rare,1.77
17666,Synchron Explorer,Common,1.93
17667,Tornado Dragon,Common,1.94
17668,Totem Bird,Rare,2.03
17669,Unknown Synchron,Common,1.22
17670,White Steed of the Floral Knights,Super Rare,1.32
17671,Z-ONE,Common,2.11
17672,Abyss Actor - Comic Relief,Rare,1.29
17673,Abyss Actor - Leading Lady,Common,1.79
17674,Abyss Actor - Mellow Madonna,Super Rare,4.96
17675,Abyss Actor - Superstar,Common,1.31
17676,Abyss Actor - Trendy Understudy,Common,1.23
17677,Abyss Actors Back Stage,Common,1.25
17678,Abyss Actors' Curtain Call,Common,1.78
17679,Abyss Playhouse - Fantastic Theater,Rare,2.01
17680,Abyss Script - Opening Ceremony,Common,1.3
17681,Abyss Script - Rise of the Abyss King,Common,1.96
17682,Abyss Script - Romantic Terror,Rare,1.83
17683,Accellight,Common,1.22
17684,"Bingo Machine, Go!!!",Ultra Rare,32.72
17685,Black Whirlwind,Common,2.06
17686,Black-Winged Dragon,Common,1.67
17687,Blackbird Close,Rare,1.79
17688,Blackwing - Auster the South Wind,Rare,1.65
17689,Blackwing - Bora the Spear,Common,1.73
17690,Blackwing - Oroshi the Squall,Common,1.86
17691,Blackwing - Simoon the Poison Wind,Super Rare,2.85
17692,Blackwing - Zephyros the Elite,Common,1.34
17693,Blackwing Full Armor Master,Ultra Rare,4.65
17694,Blue-Eyes Chaos Dragon,Ultra Rare,13.23
17695,Blue-Eyes Chaos MAX Dragon,Ultra Rare,6.6
17696,Blue-Eyes Solid Dragon,Ultra Rare,3.67
17697,Blue-Eyes White Dragon,Common,2.14
17698,Chaos Form,Common,1.68
17699,Chimeratech Rampage Dragon,Common,1.34
17700,Cyber Dragon Drei,Common,1.28
17701,Cyber End Dragon,Common,1.85
17702,Cyber Eternity Dragon,Ultra Rare,5.4
17703,Cyber Pharos,Rare,1.36
17704,Cyber Repair Plant,Common,1.82
17705,Cyber Twin Dragon,Common,1.48
17706,Cyberload Fusion,Super Rare,1.95
17707,Cybernetic Revolution,Super Rare,1.91
17708,Delta Crow - Anti Reverse,Common,1.81
17709,Dragon Shrine,Common,1.49
17710,Galaxy Knight,Super Rare,2.12
17711,Galaxy-Eyes Photon Dragon,Super Rare,5.52
17712,Glowing Crossbow,Rare,1.3
17713,Kuriphoton,Common,1.86
17714,Maiden with Eyes of Blue,Common,1.55
17715,Photon Change,Rare,1.83
17716,Photon Crusher,Common,1.23
17717,Photon Hand,Ultra Rare,3.27
17718,Photon Orbital,Ultra Rare,19.2
17719,Photon Thrasher,Common,1.59
17720,Photon Vanisher,Rare,3.88
17721,Power Bond,Common,1.3
17722,Rage with Eyes of Blue,Super Rare,3.28
17723,Starliege Photon Blast Dragon,Ultra Rare,3.8
17724,Super Strident Blaze,Rare,1.82
17725,The Melody of Awakening Dragon,Common,2.74
17726,The Ultimate Creature of Destruction,Super Rare,7.22
17727,The White Stone of Legend,Common,1.38
17728,A Feather of the Phoenix,Common,1.42
17729,Armageddon Knight,Common,1.29
17730,Ascension Sky Dragon,Ultra Rare,1.47
17731,Beelze of the Diabolic Dragons,Common,2.04
17732,Beelzeus of the Diabolic Dragons,Common,1.33
17733,Blue Mountain Butterspy,Common,1.3
17734,Clock Tower Prison,Common,1.26
17735,Cockadoodledoo,Common,1.24
17736,Coral Dragon,Ultra Rare,5.8
17737,D - Time,Common,1.81
17738,D Cubed,Common,1.88
17739,D-Fusion,Common,1.85
17740,"Dante, Traveler of the Burning Abyss",Common,1.64
17741,Dark City,Common,2.13
17742,Dark Eruption,Common,1.24
17743,Dark Hole,Ultra Rare,2.85
17744,Dark Hole,Common,2.41
17745,Dark Rebellion Xyz Dragon,Common,1.86
17746,Dark Requiem Xyz Dragon,Common,1.42
17747,Destiny Draw,Common,1.23
17748,Destiny Draw,Ultra Rare,1.23
17749,Destiny End Dragoon,Common,1.19
17750,Destiny HERO - Celestial,Common,1.69
17751,Destiny HERO - Dangerous,Common,1.86
17752,Destiny HERO - Dark Angel,Common,1.55
17753,Destiny HERO - Decider,Common,1.53
17754,Destiny HERO - Diamond Dude,Common,1.24
17755,Destiny HERO - Disk Commander,Ultra Rare,1.92
17756,Destiny HERO - Dogma,Common,1.29
17757,Destiny HERO - Dread Servant,Common,1.89
17758,Destiny HERO - Dreadmaster,Common,1.31
17759,Destiny HERO - Dreamer,Common,1.77
17760,Destiny HERO - Drilldark,Common,1.3
17761,Destiny HERO - Dusktopia,Common,1.82
17762,Destiny HERO - Dynatag,Common,1.52
17763,Destiny HERO - Dystopia,Common,1.96
17764,Destiny HERO - Malicious,Common,1.97
17765,Destiny HERO - Malicious,Ultra Rare,2.44
17766,Destiny HERO - Plasma,Common,1.31
17767,Destiny Signal,Common,1.75
17768,Dverg of the Nordic Alfar,Common,1.82
17769,Effect Veiler,Common,2.57
17770,Elemental HERO Blazeman,Common,2.13
17771,Elemental HERO Shadow Mist,Common,5.89
17772,Eternal Dread,Common,1.19
17773,Evilswarm Nightmare,Common,1.59
17774,Evilswarm Thanatos,Common,1.87
17775,Foolish Burial,Common,2.37
17776,Forbidden Chalice,Common,1.73
17777,Forbidden Dress,Common,1.21
17778,Forbidden Lance,Common,2.22
17779,Garmr of the Nordic Beasts,Common,1.81
17780,"Gleipnir, the Fetters of Fenrir",Common,1.7
17781,Guldfaxe of the Nordic Beasts,Common,1.77
17782,Gullveig of the Nordic Ascendant,Ultra Rare,1.54
17783,"Hey, Trunade!",Common,1.37
17784,Junk Forward,Common,1.84
17785,Kagemucha Knight,Common,2.12
17786,"Leo, the Keeper of the Sacred Tree",Common,2.12
17787,Leviair the Sea Dragon,Common,3.84
17788,Ljosalf of the Nordic Alfar,Common,1.77
17789,"Loki, Lord of the Aesir",Common,1.3
17790,Magical Stone Excavation,Common,1.29
17791,Mara of the Nordic Alfar,Common,1.83
17792,March Towards Ragnarok,Common,1.8
17793,Mask Change,Common,1.62
17794,Masked HERO Anki,Common,1.6
17795,Masked HERO Dark Law,Common,2.61
17796,Mimir of the Nordic Ascendant,Common,1.93
17797,Monster Reborn,Common,1.54
17798,Monster Reborn,Common,1.53
17799,Monster Reborn,Common,1.38
17800,Mystical Space Typhoon,Common,2.2
17801,Nordic Relic Brisingamen,Common,1.76
17802,Nordic Relic Draupnir,Common,1.76
17803,Nordic Relic Gungnir,Common,1.77
17804,Nordic Relic Laevateinn,Common,1.77
17805,Nordic Relic Megingjord,Common,1.84
17806,Number 86: Heroic Champion - Rhongomyniad,Ultra Rare,1.76
17807,"Odin, Father of the Aesir",Common,1.44
17808,Over Destiny,Common,1.82
17809,Phantom Knights' Fog Blade,Common,2.45
17810,Phantom Knights' Spear,Common,1.76
17811,Phantom Knights' Sword,Common,1.25
17812,Phantom Knights' Wing,Common,1.34
17813,Polymerization,Common,2.0
17814,Reinforcement of the Army,Common,1.32
17815,Rescue Ferret,Common,1.29
17816,Scrap Dragon,Common,1.99
17817,Solemn Authority,Common,1.72
17818,Soul Charge,Common,1.37
17819,Svartalf of the Nordic Alfar,Common,1.86
17820,Tanngnjostr of the Nordic Beasts,Common,1.2
17821,Tanngrisnir of the Nordic Beasts,Common,1.25
17822,Tanngrisnir of the Nordic Beasts,Ultra Rare,1.25
17823,Terraforming,Common,1.55
17824,The Nordic Lights,Common,1.83
17825,The Phantom Knights of Ancient Cloak,Common,2.06
17826,The Phantom Knights of Break Sword,Ultra Rare,2.24
17827,The Phantom Knights of Cloven Helm,Common,1.22
17828,The Phantom Knights of Cursed Javelin,Common,1.27
17829,The Phantom Knights of Dark Gauntlets,Common,1.23
17830,The Phantom Knights of Fragile Armor,Common,1.29
17831,The Phantom Knights of Lost Vambrace,Common,1.64
17832,The Phantom Knights of Mist Claws,Ultra Rare,1.31
17833,The Phantom Knights of Ragged Gloves,Common,1.88
17834,The Phantom Knights of Rusty Bardiche,Ultra Rare,1.78
17835,The Phantom Knights of Shade Brigandine,Common,2.86
17836,The Phantom Knights of Shadow Veil,Common,1.16
17837,The Phantom Knights of Silent Boots,Common,1.3
17838,The Phantom Knights of Tomb Shield,Common,1.73
17839,The Phantom Knights of Wrong Magnetring,Common,1.21
17840,The Phantom Knights' Rank-Up-Magic Launch,Common,1.27
17841,"Thor, Lord of the Aesir",Common,1.37
17842,Twin Twisters,Ultra Rare,3.57
17843,Tyr of the Nordic Champions,Common,1.76
17844,Valkyrie of the Nordic Ascendant,Common,1.3
17845,Vanadis of the Nordic Ascendant,Common,1.65
17846,Xtra HERO Dread Decimator,Ultra Rare,3.62
17847,Xtra HERO Wonder Driver,Ultra Rare,5.42
17848,Aqua Madoor,Rare,1.18
17849,Aqua Madoor,Rare,1.44
17850,Aqua Madoor,Rare,0.49
17851,Armaill,Common,1.66
17852,Armaill,Common,1.28
17853,Armed Ninja,Rare,1.75
17854,Armed Ninja,Rare,1.33
17855,Armored Starfish,Common,1.7
17856,Armored Starfish,Common,1.27
17857,Armored Starfish,Common,4.33
17858,Basic Insect,Common,1.76
17859,Basic Insect,Common,1.21
17860,Basic Insect,Common,0.99
17861,Beast Fangs,Short Print,1.69
17862,Beast Fangs,Short Print,1.41
17863,Beaver Warrior,Common,1.62
17864,Beaver Warrior,Common,1.25
17865,Blue-Eyes White Dragon,Ultra Rare,57.25
17866,Blue-Eyes White Dragon,Ultra Rare,53.02
17867,Blue-Eyes White Dragon,Ultra Rare,321.49
17868,Book of Secret Arts,Short Print,1.15
17869,Book of Secret Arts,Short Print,1.66
17870,Celtic Guardian,Super Rare,3.78
17871,Celtic Guardian,Super Rare,4.52
17872,Celtic Guardian,Super Rare,12.89
17873,Charubin the Fire Knight,Rare,1.68
17874,Charubin the Fire Knight,Rare,1.5
17875,Charubin the Fire Knight,Rare,0.49
17876,Curse of Dragon,Super Rare,5.24
